gene_name,interaction_types,drug_claim_primary_name,interaction_group_score,TARGET_NAME,TARGET_CLASS,ACT_VALUE,drug_approved,drug_avr_mass,drug_predicted_logp,drug_rule_of_five,drug_nr_targets,drug_nr_enzymes,drug_nr_carriers,drug_nr_transporters,POLAR_SURFACE_AREA,ROTATABLE_BOND_COUNT,HYDROGEN_BOND_DONORS,HYDROGEN_BOND_ACCEPTORS,RING_COUNT,ATOM_COUNT,CHIRAL_CENTER_COUNT
CHRM1,antagonist,diphenidol,0.45,Muscarinic acetylcholine receptor M1,GPCR,7.107905397000001,True,309.4452,4.221518408333333,True,3,0,0,0,23.47,6,1,2,3,50,0.0
KCNA7,inhibitor,amiodarone,0.26,Potassium voltage-gated channel subfamily A member 7,Ion channel,6.0,True,645.3116,7.635421424666668,False,8,9,1,3,42.68,10,0,4,3,60,0.0
JAK1,inhibitor,tofacitinib,0.57,Tyrosine-protein kinase JAK1,Kinase,9.17,True,312.3696,1.2447144283333336,True,4,2,1,0,88.91,3,1,5,3,43,2.0
PKN1,inhibitor,tofacitinib,1.58,Serine/threonine-protein kinase N1,Kinase,6.77,True,312.3696,1.2447144283333336,True,4,2,1,0,88.91,3,1,5,3,43,2.0
EGFR,inhibitor,osimertinib,2.26,Epidermal growth factor receptor,Kinase,7.823908805847171,True,499.619,4.486981489333335,True,1,2,0,2,87.55,10,2,8,4,70,0.0
KCNH2,inhibitor,doxazosin,0.1,Potassium voltage-gated channel subfamily H member 2,Ion channel,6.23,True,451.4751,2.1357590319999997,True,4,4,0,2,112.27,4,1,9,5,58,1.0
AR,antagonist,bicalutamide,0.17,Androgen receptor,Receptor,7.72,True,430.37300000000016,2.70929555,True,1,4,0,1,107.26,5,2,5,2,43,1.0
ADRA1D,other,methoxamine,1.07,Alpha-1D adrenergic receptor,GPCR,4.9,True,211.2576,0.5699118033333335,True,3,0,0,0,64.71,4,2,4,1,32,2.0
ADRA1A,agonist,methoxamine,1.06,Alpha-1A adrenergic receptor,GPCR,5.1,True,211.2576,0.5699118033333335,True,3,0,0,0,64.71,4,2,4,1,32,2.0
CHRM3,antagonist,tolterodine,0.37,Muscarinic acetylcholine receptor M3,GPCR,8.49,True,325.4876,5.116408883863628,False,5,4,0,0,23.47,7,1,2,2,55,1.0
CHRM2,antagonist,tolterodine,0.38,Muscarinic acetylcholine receptor M2,GPCR,8.57,True,325.4876,5.116408883863628,False,5,4,0,0,23.47,7,1,2,2,55,1.0
PTGER1,agonist,limaprost,0.68,Prostaglandin E2 receptor EP1 subtype,GPCR,7.192569376253709,False,380.525,4.3166030446666666,True,4,0,0,0,94.83,10,3,4,1,63,5.0
ESR1,other,raloxifene,0.13,Estrogen receptor,Receptor,9.4,True,473.583,5.6926295073730415,False,4,8,2,6,70.0,7,2,6,5,61,0.0
GPER1,agonist,raloxifene,0.22,G-protein coupled estrogen receptor 1,GPCR,6.5,True,473.583,5.6926295073730415,False,4,8,2,6,70.0,7,2,6,5,61,0.0
HMGCR,inhibitor,lovastatin,1.08,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Enzyme,7.67,True,404.5396,3.902186914333333,True,3,7,1,6,72.83,6,1,5,3,65,8.0
ITGAL,other,lovastatin,0.2,Leukocyte adhesion glycoprotein LFA-1 alpha,Other,4.89,True,404.5396,3.902186914333333,True,3,7,1,6,72.83,6,1,5,3,65,8.0
NR1I2,agonist,lovastatin,0.02,Nuclear receptor subfamily 1 group I member 2,Receptor,6.0,True,404.5396,3.902186914333333,True,3,7,1,6,72.83,6,1,5,3,65,8.0
OPRK1,antagonist,naltrexone,0.63,Kappa-type opioid receptor,GPCR,8.93,True,341.4009,1.3626752317227506,True,4,1,0,0,70.0,2,2,5,6,48,4.0
OPRM1,antagonist,naltrexone,1.07,Mu-type opioid receptor,GPCR,9.38,True,341.4009,1.3626752317227506,True,4,1,0,0,70.0,2,2,5,6,48,4.0
ADRA2C,other,tolazoline,0.23,Alpha-2C adrenergic receptor,GPCR,5.43,True,160.2157,1.2036401929999996,True,6,0,0,0,24.39,2,1,2,2,24,0.0
ADRA2B,antagonist,tolazoline,0.26,Alpha-2B adrenergic receptor,GPCR,5.5,True,160.2157,1.2036401929999996,True,6,0,0,0,24.39,2,1,2,2,24,0.0
ADRA1A,antagonist,tolazoline,0.32,Alpha-1A adrenergic receptor,GPCR,5.5,True,160.2157,1.2036401929999996,True,6,0,0,0,24.39,2,1,2,2,24,0.0
ADRA2A,antagonist,tolazoline,0.18,Alpha-2A adrenergic receptor,GPCR,6.64,True,160.2157,1.2036401929999996,True,6,0,0,0,24.39,2,1,2,2,24,0.0
SLC6A3,inhibitor,bupropion,0.55,Sodium-dependent dopamine transporter,Transporter,6.28,True,239.74099999999999,3.266112452,True,4,4,1,1,29.1,3,1,2,1,34,1.0
SLC6A2,inhibitor,bupropion,0.38,Sodium-dependent noradrenaline transporter,Transporter,5.16,True,239.74099999999999,3.266112452,True,4,4,1,1,29.1,3,1,2,1,34,1.0
DRD1,antagonist,methylergometrine,0.28,D(1A) dopamine receptor,GPCR,6.268411235,True,339.4314,1.5932183806666669,True,2,1,0,0,68.36,4,3,3,4,50,3.0
HTR7,other,quetiapine,0.04,5-hydroxytryptamine receptor 7,GPCR,6.51201391220093,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
ADRA2A,antagonist,quetiapine,0.05,Alpha-2A adrenergic receptor,GPCR,5.4400935173034695,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
HTR6,antagonist,quetiapine,0.07,5-hydroxytryptamine receptor 6,GPCR,5.85,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
HRH1,antagonist,quetiapine,0.03,Histamine H1 receptor,GPCR,8.35,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
HTR1E,agonist,quetiapine,0.11,5-hydroxytryptamine receptor 1E,GPCR,5.9,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
CHRM4,other,quetiapine,0.05,Muscarinic acetylcholine receptor M4,GPCR,6.2660007476806605,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
SLC6A2,inhibitor,quetiapine,0.02,Sodium-dependent noradrenaline transporter,Transporter,6.03,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
HTR1A,other,quetiapine,0.08,5-hydroxytryptamine receptor 1A,GPCR,6.8297,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
DRD4,other,quetiapine,0.05,D(4) dopamine receptor,GPCR,5.8,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
HTR2C,other,quetiapine,0.07,5-hydroxytryptamine receptor 2C,GPCR,7.0,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
DRD3,other,quetiapine,0.07,D(3) dopamine receptor,GPCR,6.49,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
CHRM1,antagonist,quetiapine,0.02,Muscarinic acetylcholine receptor M1,GPCR,7.25,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
ADRA2C,antagonist,quetiapine,0.05,Alpha-2C adrenergic receptor,GPCR,6.2410000000000005,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
HTR1D,other,quetiapine,0.07,5-hydroxytryptamine receptor 1D,GPCR,5.7,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
CHRM3,antagonist,quetiapine,0.04,Muscarinic acetylcholine receptor M3,GPCR,5.79547643661499,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
CHRM5,other,quetiapine,0.04,Muscarinic acetylcholine receptor M5,GPCR,5.524328708648679,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
DRD5,other,quetiapine,0.1,D(1B) dopamine receptor,GPCR,5.79005575180054,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
CHRM2,other,quetiapine,0.03,Muscarinic acetylcholine receptor M2,GPCR,6.03693962097168,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
HTR1B,other,quetiapine,0.03,5-hydroxytryptamine receptor 1B,GPCR,5.82165718078613,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
ADRA2B,antagonist,quetiapine,0.07,Alpha-2B adrenergic receptor,GPCR,6.1269121170044025,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
ADRA1A,antagonist,quetiapine,0.03,Alpha-1A adrenergic receptor,GPCR,7.0269,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
HTR1F,agonist,quetiapine,0.04,5-hydroxytryptamine receptor 1F,GPCR,5.6,True,383.50699999999995,2.807942516,True,24,5,0,1,48.3,5,1,6,4,52,0.0
EDNRA,antagonist,sitaxentan,10.0,Endothelin-1 receptor,GPCR,9.37,True,454.905,3.091685922,True,2,3,0,0,107.73,6,1,8,4,44,0.0
EDNRB,antagonist,sitaxentan,10.0,Endothelin B receptor,GPCR,5.01,True,454.905,3.091685922,True,2,3,0,0,107.73,6,1,8,4,44,0.0
VDR,agonist,doxercalciferol,0.74,Vitamin D3 receptor,Receptor,7.192569376253709,True,412.6478,5.746953121333334,False,1,1,0,0,40.46,5,2,2,3,74,7.0
PRKCD,other,ingenol mebutate,1.0172222222222222,Protein kinase C delta type,Kinase,8.32790184020996,True,430.541,2.505605261,True,2,0,0,0,104.06,3,3,6,4,65,8.0
PRKCA,other,ingenol mebutate,1.0172222222222222,Protein kinase C alpha type,Kinase,6.19722604751587,True,430.541,2.505605261,True,2,0,0,0,104.06,3,3,6,4,65,8.0
CDK4,inhibitor,palbociclib,0.62,Cyclin-dependent kinase 4,Kinase,7.95860719680786,True,447.5328,2.770733063666668,True,2,2,1,3,105.04,5,2,9,5,62,0.0
CDK6,inhibitor,palbociclib,0.51,Cyclin-dependent kinase 6,Kinase,7.823908805847171,True,447.5328,2.770733063666668,True,2,2,1,3,105.04,5,2,9,5,62,0.0
PDE5A,inhibitor,vardenafil,7.36,"cGMP-specific 3',5'-cyclic phosphodiesterase",Enzyme,9.1549,True,488.603,1.3251205046367571,True,3,2,0,1,112.9,8,1,8,4,66,0.0
ADRB1,agonist,norepinephrine,0.17,Beta-1 adrenergic receptor,GPCR,6.4,True,169.1778,-0.6835133951859955,True,12,0,0,6,86.71,2,4,4,1,23,1.0
ADRA1D,agonist,norepinephrine,0.33,Alpha-1D adrenergic receptor,GPCR,7.4,True,169.1778,-0.6835133951859955,True,12,0,0,6,86.71,2,4,4,1,23,1.0
ADRA1B,agonist,norepinephrine,0.21,Alpha-1B adrenergic receptor,GPCR,4.69,True,169.1778,-0.6835133951859955,True,12,0,0,6,86.71,2,4,4,1,23,1.0
ADRB2,agonist,norepinephrine,0.14,Beta-2 adrenergic receptor,GPCR,5.22,True,169.1778,-0.6835133951859955,True,12,0,0,6,86.71,2,4,4,1,23,1.0
ADRB3,agonist,norepinephrine,0.28,Beta-3 adrenergic receptor,GPCR,5.366531544,True,169.1778,-0.6835133951859955,True,12,0,0,6,86.71,2,4,4,1,23,1.0
ITK,inhibitor,ibrutinib,0.11,Tyrosine-protein kinase ITK/TSK,Kinase,8.309804,True,440.50699999999995,3.630226299333334,True,1,3,2,0,99.16,5,1,7,5,57,1.0
FYN,inhibitor,ibrutinib,0.06,Tyrosine-protein kinase Fyn,Kinase,7.5376020000000015,True,440.50699999999995,3.630226299333334,True,1,3,2,0,99.16,5,1,7,5,57,1.0
LYN,inhibitor,ibrutinib,0.16,Tyrosine-protein kinase Lyn,Kinase,7.85387182235718,True,440.50699999999995,3.630226299333334,True,1,3,2,0,99.16,5,1,7,5,57,1.0
SRC,inhibitor,ibrutinib,0.03,Proto-oncogene tyrosine-protein kinase Src,Kinase,7.7212460000000025,True,440.50699999999995,3.630226299333334,True,1,3,2,0,99.16,5,1,7,5,57,1.0
ERBB2,inhibitor,ibrutinib,0.08,Receptor tyrosine-protein kinase erbB-2,Kinase,8.19382,True,440.50699999999995,3.630226299333334,True,1,3,2,0,99.16,5,1,7,5,57,1.0
YES1,inhibitor,ibrutinib,0.02,Tyrosine-protein kinase Yes,Kinase,8.387216,True,440.50699999999995,3.630226299333334,True,1,3,2,0,99.16,5,1,7,5,57,1.0
ERBB4,inhibitor,ibrutinib,0.06,Receptor tyrosine-protein kinase erbB-4,Kinase,8.468521,True,440.50699999999995,3.630226299333334,True,1,3,2,0,99.16,5,1,7,5,57,1.0
TXK,inhibitor,ibrutinib,0.41,Tyrosine-protein kinase TXK,Kinase,8.69897,True,440.50699999999995,3.630226299333334,True,1,3,2,0,99.16,5,1,7,5,57,1.0
LCK,inhibitor,ibrutinib,0.04,Tyrosine-protein kinase Lck,Kinase,8.200659,True,440.50699999999995,3.630226299333334,True,1,3,2,0,99.16,5,1,7,5,57,1.0
BLK,inhibitor,ibrutinib,0.06,Tyrosine-protein kinase Blk,Kinase,10.0,True,440.50699999999995,3.630226299333334,True,1,3,2,0,99.16,5,1,7,5,57,1.0
TEC,inhibitor,ibrutinib,0.41,Tyrosine-protein kinase Tec,Kinase,8.154902,True,440.50699999999995,3.630226299333334,True,1,3,2,0,99.16,5,1,7,5,57,1.0
JAK3,inhibitor,ibrutinib,0.04,Tyrosine-protein kinase JAK3,Kinase,7.49485,True,440.50699999999995,3.630226299333334,True,1,3,2,0,99.16,5,1,7,5,57,1.0
HCK,inhibitor,ibrutinib,0.1,Tyrosine-protein kinase HCK,Kinase,7.5376020000000015,True,440.50699999999995,3.630226299333334,True,1,3,2,0,99.16,5,1,7,5,57,1.0
HTR1A,agonist,vortioxetine,0.17,5-hydroxytryptamine receptor 1A,GPCR,7.823908805847171,True,298.45,4.7609535586666665,True,7,8,0,0,15.27,3,1,3,3,43,0.0
ADRB1,other,vortioxetine,0.08,Beta-1 adrenergic receptor,GPCR,7.34,True,298.45,4.7609535586666665,True,7,8,0,0,15.27,3,1,3,3,43,0.0
HTR7,antagonist,vortioxetine,0.32,5-hydroxytryptamine receptor 7,GPCR,7.721246242523191,True,298.45,4.7609535586666665,True,7,8,0,0,15.27,3,1,3,3,43,0.0
HTR1B,agonist,vortioxetine,0.27,5-hydroxytryptamine receptor 1B,GPCR,7.48148584365845,True,298.45,4.7609535586666665,True,7,8,0,0,15.27,3,1,3,3,43,0.0
HTR2A,antagonist,vortioxetine,0.03,5-hydroxytryptamine receptor 2A,GPCR,6.74,True,298.45,4.7609535586666665,True,7,8,0,0,15.27,3,1,3,3,43,0.0
HTR6,antagonist,vortioxetine,0.1,5-hydroxytryptamine receptor 6,GPCR,6.48,True,298.45,4.7609535586666665,True,7,8,0,0,15.27,3,1,3,3,43,0.0
HTR5A,antagonist,vortioxetine,0.3,5-hydroxytryptamine receptor 5A,GPCR,6.66,True,298.45,4.7609535586666665,True,7,8,0,0,15.27,3,1,3,3,43,0.0
CDK6,inhibitor,ribociclib,1.68,Cyclin-dependent kinase 6,Kinase,7.408935546875,True,434.548,2.3799433863333337,True,2,1,0,0,91.21,5,2,8,5,62,0.0
CDK4,inhibitor,ribociclib,1.29,Cyclin-dependent kinase 4,Kinase,8.0,True,434.548,2.3799433863333337,True,2,1,0,0,91.21,5,2,8,5,62,0.0
,other,trabectedin,1.0172222222222222,DNA,Other,7.192569376253709,True,761.837,3.987310563409404,False,1,6,0,0,150.0,3,4,15,10,97,7.0
,other,procarbazine,1.0172222222222222,DNA,Other,7.192569376253709,True,221.2988,0.9857342426666668,True,2,1,0,0,53.16,5,3,3,1,35,0.0
HSD11B1,inhibitor,carbenoxolone,0.2,Corticosteroid 11-beta-dehydrogenase isozyme 1,Enzyme,7.08,False,570.7566,6.297316193666665,False,2,0,0,0,117.97,5,2,5,5,91,9.0
HRH1,antagonist,azatadine,2.78,Histamine H1 receptor,GPCR,7.192569376253709,True,290.4021,3.7475412023333328,True,1,1,0,0,16.13,0,0,2,4,44,0.0
F2,inhibitor,ximelagatran,6.16,Prothrombin,Enzyme,6.4318,True,473.5652,0.8693069373333331,True,1,1,0,0,143.85,10,5,7,3,69,2.0
SCN9A,inhibitor,lamotrigine,0.02,Sodium channel protein type 9 subunit alpha,Ion channel,4.77,True,256.091,1.9265221886666664,True,17,2,1,3,90.71,1,2,5,2,23,0.0
SCN3A,inhibitor,lamotrigine,0.02,Sodium channel protein type 3 subunit alpha,Ion channel,4.77,True,256.091,1.9265221886666664,True,17,2,1,3,90.71,1,2,5,2,23,0.0
SCN10A,inhibitor,lamotrigine,0.02,Sodium channel protein type 10 subunit alpha,Ion channel,4.02,True,256.091,1.9265221886666664,True,17,2,1,3,90.71,1,2,5,2,23,0.0
SCN8A,inhibitor,lamotrigine,0.02,Sodium channel protein type 8 subunit alpha,Ion channel,7.192569376253709,True,256.091,1.9265221886666664,True,17,2,1,3,90.71,1,2,5,2,23,0.0
SCN5A,inhibitor,lamotrigine,0.01,Sodium channel protein type 5 subunit alpha,Ion channel,4.21,True,256.091,1.9265221886666664,True,17,2,1,3,90.71,1,2,5,2,23,0.0
SCN4A,inhibitor,lamotrigine,0.02,Sodium channel protein type 4 subunit alpha,Ion channel,4.77,True,256.091,1.9265221886666664,True,17,2,1,3,90.71,1,2,5,2,23,0.0
HTR3A,inhibitor,lamotrigine,0.04,5-hydroxytryptamine receptor 3A,Ion channel,4.744,True,256.091,1.9265221886666664,True,17,2,1,3,90.71,1,2,5,2,23,0.0
SCN1A,inhibitor,lamotrigine,0.15,Sodium channel protein type 1 subunit alpha,Ion channel,7.192569376253709,True,256.091,1.9265221886666664,True,17,2,1,3,90.71,1,2,5,2,23,0.0
GUCY1B3,other,riociguat,3.25,Guanylate cyclase soluble subunit beta-1,Enzyme,7.522878646850589,True,422.4157,2.6855664843333336,True,1,4,2,1,138.07,4,2,9,4,50,0.0
VKORC1,inhibitor,phenindione,10.0,Vitamin K epoxide reductase complex subunit 1,Enzyme,7.192569376253709,True,222.2387,2.8809052646666657,True,1,0,0,0,34.14,1,0,2,3,27,0.0
SLC6A4,inhibitor,clomipramine,0.49,Sodium-dependent serotonin transporter,Transporter,9.70335674285889,True,314.8520000000001,4.8826134706666675,True,6,4,1,1,6.48,4,0,2,3,45,0.0
HTR2A,antagonist,clomipramine,0.11,5-hydroxytryptamine receptor 2A,GPCR,7.449771881103518,True,314.8520000000001,4.8826134706666675,True,6,4,1,1,6.48,4,0,2,3,45,0.0
HTR2B,antagonist,clomipramine,0.17,5-hydroxytryptamine receptor 2B,GPCR,6.818156412,True,314.8520000000001,4.8826134706666675,True,6,4,1,1,6.48,4,0,2,3,45,0.0
SLC6A3,inhibitor,clomipramine,0.04,Sodium-dependent dopamine transporter,Transporter,5.56,True,314.8520000000001,4.8826134706666675,True,6,4,1,1,6.48,4,0,2,3,45,0.0
HTR2C,antagonist,clomipramine,0.1,5-hydroxytryptamine receptor 2C,GPCR,7.1897673606872585,True,314.8520000000001,4.8826134706666675,True,6,4,1,1,6.48,4,0,2,3,45,0.0
GSTP1,inhibitor,clomipramine,0.23,Glutathione S-transferase P,Enzyme,7.192569376253709,True,314.8520000000001,4.8826134706666675,True,6,4,1,1,6.48,4,0,2,3,45,0.0
CYP51A1,inhibitor,itraconazole,4.13,Lanosterol 14-alpha demethylase,Enzyme,5.44,True,705.633,7.311371119666668,False,2,6,0,2,104.7,10,0,12,7,87,3.0
ESR1,antagonist,hexestrol,0.17,Estrogen receptor,Receptor,10.3,False,270.3661,5.3656533873333325,False,4,0,0,0,40.46,5,2,2,2,42,2.0
DRD3,antagonist,buspirone,0.11,D(3) dopamine receptor,GPCR,6.18,True,385.5031,1.7767331956666652,True,5,4,2,1,69.64,6,0,6,4,59,0.0
HTR1A,other,buspirone,0.45,5-hydroxytryptamine receptor 1A,GPCR,7.25,True,385.5031,1.7767331956666652,True,5,4,2,1,69.64,6,0,6,4,59,0.0
ADRA1A,other,buspirone,0.06,Alpha-1A adrenergic receptor,GPCR,6.4353,True,385.5031,1.7767331956666652,True,5,4,2,1,69.64,6,0,6,4,59,0.0
DRD4,antagonist,buspirone,0.16,D(4) dopamine receptor,GPCR,7.0,True,385.5031,1.7767331956666652,True,5,4,2,1,69.64,6,0,6,4,59,0.0
GABRA1,agonist,etomidate,0.31,Gamma-aminobutyric acid receptor subunit alpha-1,Ion channel,4.96000003814697,True,244.28900000000002,2.4997860430000003,True,3,2,1,0,44.12,4,0,4,2,34,1.0
TAAR1,agonist,tyramine,1.22,Trace amine-associated receptor 1,GPCR,7.16,False,137.179,0.6797131598312175,True,0,0,0,1,46.25,2,2,2,1,21,0.0
PSMA1,inhibitor,bortezomib,0.5,Proteasome subunit alpha type-1,Enzyme,9.2076,True,384.23699999999997,1.5303000000000004,True,2,5,0,2,124.44,9,4,6,2,53,2.0
PSMB8,inhibitor,bortezomib,0.32,Proteasome subunit beta type-8,Enzyme,8.09,True,384.23699999999997,1.5303000000000004,True,2,5,0,2,124.44,9,4,6,2,53,2.0
PSMD1,inhibitor,bortezomib,0.95,26S proteasome non-ATPase regulatory subunit 1,Other,7.7447,True,384.23699999999997,1.5303000000000004,True,2,5,0,2,124.44,9,4,6,2,53,2.0
NISCH,agonist,moxonidine,10.0,Nischarin,Receptor,8.38,True,241.67700000000002,1.5387770663333329,True,2,0,0,0,71.43,2,2,4,2,28,0.0
ADRA2A,agonist,moxonidine,0.74,Alpha-2A adrenergic receptor,GPCR,6.82,True,241.67700000000002,1.5387770663333329,True,2,0,0,0,71.43,2,2,4,2,28,0.0
ADRA2C,agonist,apraclonidine,0.14,Alpha-2C adrenergic receptor,GPCR,7.52,True,245.109,1.6561627496666669,True,3,0,0,0,62.44,1,3,2,2,25,0.0
ADRA2B,agonist,apraclonidine,0.31,Alpha-2B adrenergic receptor,GPCR,7.93839359283447,True,245.109,1.6561627496666669,True,3,0,0,0,62.44,1,3,2,2,25,0.0
CHRM5,antagonist,promethazine,0.14,Muscarinic acetylcholine receptor M5,GPCR,8.480172006,True,284.4190000000001,4.287570851666667,True,13,3,1,3,6.48,3,0,3,3,40,1.0
ADRA1A,antagonist,promethazine,0.06,Alpha-1A adrenergic receptor,GPCR,7.192569376253709,True,284.4190000000001,4.287570851666667,True,13,3,1,3,6.48,3,0,3,3,40,1.0
HRH1,antagonist,promethazine,0.19,Histamine H1 receptor,GPCR,9.6198,True,284.4190000000001,4.287570851666667,True,13,3,1,3,6.48,3,0,3,3,40,1.0
DRD2,antagonist,promethazine,0.03,D(2) dopamine receptor,GPCR,6.6094,True,284.4190000000001,4.287570851666667,True,13,3,1,3,6.48,3,0,3,3,40,1.0
HRH2,antagonist,promethazine,0.16,Histamine H2 receptor,GPCR,5.940815382,True,284.4190000000001,4.287570851666667,True,13,3,1,3,6.48,3,0,3,3,40,1.0
HTR2B,antagonist,trazodone,0.05,5-hydroxytryptamine receptor 2B,GPCR,7.08,True,371.86400000000003,3.1318566039999984,True,8,4,0,1,45.78,5,0,6,4,48,0.0
HTR2A,antagonist,trazodone,0.26,5-hydroxytryptamine receptor 2A,GPCR,7.35,True,371.86400000000003,3.1318566039999984,True,8,4,0,1,45.78,5,0,6,4,48,0.0
HTR2C,agonist,trazodone,0.25,5-hydroxytryptamine receptor 2C,GPCR,6.65,True,371.86400000000003,3.1318566039999984,True,8,4,0,1,45.78,5,0,6,4,48,0.0
SLC6A4,inhibitor,trazodone,0.23,Sodium-dependent serotonin transporter,Transporter,6.8,True,371.86400000000003,3.1318566039999984,True,8,4,0,1,45.78,5,0,6,4,48,0.0
PARP1,inhibitor,rucaparib,0.52,Poly [ADP-ribose] polymerase 1,Enzyme,8.5,True,323.371,2.454489927,True,3,10,0,6,56.92,3,3,2,4,42,0.0
PARP2,antagonist,rucaparib,1.23,Poly [ADP-ribose] polymerase 2,Enzyme,7.550000190734861,True,323.371,2.454489927,True,3,10,0,6,56.92,3,3,2,4,42,0.0
SLC22A8,inhibitor,probenecid,4.62,Solute carrier family 22 member 8,Transporter,7.192569376253709,True,285.3590000000001,2.442872324333333,True,5,4,1,6,74.68,7,1,3,1,38,0.0
SLC22A6,inhibitor,probenecid,4.54,Solute carrier family 22 member 6,Transporter,4.9,True,285.3590000000001,2.442872324333333,True,5,4,1,6,74.68,7,1,3,1,38,0.0
CA14,inhibitor,brinzolamide,0.58,Carbonic anhydrase 14,Enzyme,7.62,True,383.50699999999995,-0.6745202669020238,True,5,1,0,0,118.8,7,2,7,2,44,1.0
CA2,inhibitor,brinzolamide,1.19,Carbonic anhydrase 2,Enzyme,9.9,True,383.50699999999995,-0.6745202669020238,True,5,1,0,0,118.8,7,2,7,2,44,1.0
CA5A,inhibitor,brinzolamide,2.03,"Carbonic anhydrase 5A, mitochondrial",Enzyme,7.3,True,383.50699999999995,-0.6745202669020238,True,5,1,0,0,118.8,7,2,7,2,44,1.0
CA1,inhibitor,brinzolamide,0.83,Carbonic anhydrase 1,Enzyme,8.52,True,383.50699999999995,-0.6745202669020238,True,5,1,0,0,118.8,7,2,7,2,44,1.0
CA7,inhibitor,brinzolamide,0.51,Carbonic anhydrase 7,Enzyme,8.55,True,383.50699999999995,-0.6745202669020238,True,5,1,0,0,118.8,7,2,7,2,44,1.0
GPR35,agonist,bumetanide,0.22,G-protein coupled receptor 35,GPCR,5.54,True,364.416,2.423461698376048,True,5,1,0,6,118.72,8,3,5,2,45,0.0
HRH1,antagonist,diphenhydramine,0.46,Histamine H1 receptor,GPCR,7.81,True,255.3547,3.651907262,True,2,4,0,2,12.47,6,0,2,2,40,0.0
CHRM2,antagonist,diphenhydramine,0.12,Muscarinic acetylcholine receptor M2,GPCR,6.9208,True,255.3547,3.651907262,True,2,4,0,2,12.47,6,0,2,2,40,0.0
CHRM3,antagonist,oxybutynin,0.82,Muscarinic acetylcholine receptor M3,GPCR,9.11,True,357.4864,4.438075326666665,True,3,4,2,0,49.77,7,1,4,2,57,1.0
CHRM1,antagonist,oxybutynin,0.53,Muscarinic acetylcholine receptor M1,GPCR,9.0,True,357.4864,4.438075326666665,True,3,4,2,0,49.77,7,1,4,2,57,1.0
CHRM5,antagonist,oxybutynin,0.1,Muscarinic acetylcholine receptor M5,GPCR,7.85,True,357.4864,4.438075326666665,True,3,4,2,0,49.77,7,1,4,2,57,1.0
CHRM4,antagonist,oxybutynin,0.1,Muscarinic acetylcholine receptor M4,GPCR,8.44,True,357.4864,4.438075326666665,True,3,4,2,0,49.77,7,1,4,2,57,1.0
ADRA2C,agonist,guanabenz,0.14,Alpha-2C adrenergic receptor,GPCR,6.793174124,True,231.082,1.713098971,True,2,1,0,0,74.26,2,3,2,1,22,0.0
ADRA2B,agonist,guanabenz,0.46,Alpha-2B adrenergic receptor,GPCR,7.167491087,True,231.082,1.713098971,True,2,1,0,0,74.26,2,3,2,1,22,0.0
RXRG,agonist,bexarotene,7.1,Retinoic acid receptor RXR-gamma,Receptor,8.08,True,348.4779,6.9405373976666676,False,3,2,0,0,37.3,3,1,1,3,54,0.0
RXRB,agonist,bexarotene,6.04,Retinoic acid receptor RXR-beta,Receptor,8.23,True,348.4779,6.9405373976666676,False,3,2,0,0,37.3,3,1,1,3,54,0.0
PPARG,antagonist,bexarotene,0.03,Peroxisome proliferator-activated receptor gamma,Receptor,5.52,True,348.4779,6.9405373976666676,False,3,2,0,0,37.3,3,1,1,3,54,0.0
TYR,inhibitor,mequinol,4.73,Tyrosinase,Enzyme,7.192569376253709,True,124.1372,1.5120092286666669,True,0,0,0,0,29.46,1,1,2,1,17,0.0
